sentiment,text,sentiment_label
3,surgeon general has coronavirus warning this week it is going to get bad,anger
0,this backhandindexpointingdown is not due to this is due to decades of hate training by rss the situation in india is precarious unrelenting attack on the poor muslims and dalits is reaching astronomical scale we appeal to the uno and to convene an urgent meeting n stop the horror,sad
2,i understand the corona virus is an epidemic but can we get that new season of dragonball super please,fear
0,it is apparently happening everywhere 19india,sad
2,due to concern over coronavirus i am immediately replacing the usual handshake with finger guns until further notice thank you for your understanding,fear
1,thy god save us from do the miracle,joy
0,ds figures are for real and they speak the truth on behalf of the stupidity of intellectuals doctors paramedic are giving away their lives but some do not understand the pain they want to spread this pandemic and be called a child of god shame pic twitter comfqnrelir8u,sad
3,stupid corona virus pic twitter com7v8ixplfwr,anger
3,the american hiv the chinese coronavirus whatever u call it do not matter people are dying everyday you are here creating names idiot,anger
0,india has only 2 lakh cases as of this tweet our medical system is already getting overwhelmed imagine what happens when there is 20 lakh or heck 2 cr btw that is only 11 5 of our entire population we have ended lockdown it is beyond imagination for me,sad
2,gaston 100 would not quarantine gaston would be all me afraid of a virus nothing stops gaston from going to the tavern then he would get corona and be perfectly fine but dozens of other villagers would die due to catching it from him,fear
1,distributed vegetables and daily essentials to the migrant workers from different states and needy in chilukanagar division along with green way friends youth association twitter comxbbt4erigy,joy
1,asymptomatic carriers are more than 80 nobody is talking about true potential of mask usage simple can save thousands of lives if everyone wears one world leaders are letting people die of,joy
1,19 jk records 3 deaths amid single day rise of 106 positive cases 55 cops 5 docs among fresh cases ut tally jumps to 1189,joy
1,sub invitation to be resource person in online workshop on microgreens superfood boost immunity to fight covid 19 on 04 june 2020 we are pleased to inform that this year department of tourism hospitality,joy
0,no electricity from last evening already had power cut in past 10 days on name of maintenance if this is after maintenance what till be without,sad
2,you know whats more dangerous then corona virus a feelings wiltedflower,fear
1,coming to an end tomorrow so let me share my two favourite social media posts from friends,joy
0,historic headlines that should come in future we are going to test x million people per week will test and isolate all asymptomatic cases all private hospitals built on govt land pay the rent of their operational years either in cash or by treating covid19 at low costs,sad
0,worst crisis since world war2 source un chief,sad
0,ask what i can do for my nation from nov1971 mar73 govt levied 5 p surcharge for refugee relief of bangladesh e pak see stamps envelop 5 modi govt spent25 lakh cr on covid 19 poor farmers dbt msme revival levycoronataxsurcharge pic twitter comeh4pyrzjwy,sad
1,rejuvenate itself with the first shower of the mansoon had a difficult time during covid 19 but thanks to our vrukshamitras who really worked hard to minimize the impact is our dream and dream is not far now vyvt9ivezq,joy
0,lufthansa to close it is airbus operation click the link pls do like it 19 thesilence,sad
3,coronavirus argentina closes its borders austria limits movement to what is strictly necessary the police will monitor these prohibitions serbia declares state of emergency closes borders for foreigners deploys army to fight pandemic,anger
1,thankful to honourable judges of the supreme court for contribution to pm cares will strengthen the efforts to fight covid 19,joy
2,no one calls it the chinese flu or chinese coronavirus you racist people do,fear
0,how can i rely and work from home in this covid situation if this pathetic internet service you will provide 4024886 no internet on this broadband since morning,sad
3,got this new wax pen instead of taking dabs on my rig bc my asthma be acting up and i feel like vaping is better idk i do not have health insurance this corona shit is messing with my life for real pic twitter com7cafve1bfr,anger
3,coronavirus is not even real the us will do anything for some rts smh,anger
1,lockdown learning series on school enrollment techniques,joy
0,4 dry cough sneeze body pain weakness high fever difficulty breathing coronavirus pathology department aiims delhi please do not panic,sad
2,at this point in the outbreak you are far more likely to catch the novel coronavirus from someone who shows no signs that they have been infected,fear
0,edu minister uday samant told that it is not possible to hold summer exams due to spiralling covid 19 cases in all universities this yr he said rules to promote final yrsem students to be out in a week,sad
3,five things to help stop the spread of coronavirus,anger
1,its time to save life to covid 19,joy
0,why there is no support extended to this section of society where are u hiding,sad
0,of cannot leave her home after jk went into a lockdown to contain the novel coronavirus outbreak schools shut and exams cancelled but she still spends time on her lessons accompanied by her toys,sad
2,mate im so tired of hearing about corona virus now like people are absolutely panicking and it is just mad,fear
3,sorry nah stop crying hehehe someone is dis generation thinks calling someone coronavirus is an insult hehehe animal,anger
2,which candidate do you think would be able to recover if infected by the coronavirus,fear
3,hey so any art majors who go to a school that is currently doing remote learning due to the coronavirus how the fuck is that workin out for yall,anger
0,the lockdown should have been delayed by a week,sad
0,i lost my job due to covid 19 crisis and million others,sad
2,there is at least a small possibility that major league baseball stadiums will be closed to fans in the early part of the season because of concerns so comerica park may look a lot like it did last year,fear
1,taking thermal checks using temperature scanners making use of masks mandatory in this way people can stay healthy during the lockdown,joy
1,good evening sir my self nishant solanki i have vaccine for coronavirus but it is not sure so plss read this,joy
2,alcohol consumption worsens the prognosis of corona virus,fear
0,why are you lying on the deaths of covid patients twitter comkcfgdftcgh,sad
0,a day after a 45 year old man from shopian district died at skims soura his swap sample returned positive for the novel coronavirus on monday taking the death toll due to the dreaded disease in to 29,sad
0,you should be shame because we have got saudi medical doctor working in your country with no charge to your government helping your country on corona viruses we should be thankful not been attacked by you,sad
2,ive consumed enough raw cookie dough to worry about coronavirus salmonella couldnt take me and neither can you,fear
3,it is just the most pathetic lowlife cannot believe he will not bring himself to encourage rather than tear everyone down during this very challenging crisis sad very sad,anger
1,lockdown wala happy birthday big b grinningfacewithsweat heavyheartexclamation confettiball partypopper birthdaycake rose,joy
1,yes why he always talking about yoga because he knows only north covid 19 not known medicinal not known current situation of the world ithink tamil nadu cm is better than pm,joy
1,yknow during this covid i can finally see my own local people on our public transports,joy
1,ncc meets today as covid 19 situation worsens,joy
3,if the publics response to teaches us anything it is that we are never going to get rid of racism sexism bigotry xenophobia etc because people in general do not give a shit about each other not a single fuck,anger
2,the word corona virus is actually starting to hurt my head,fear
1,april may edition of highlights easy tips to prevent corona measures to get rid of bad effects of eclipse benefits of meditating on the idol of sadguru simple ways to stay healthy the festival of gaining devotion n wisdom guru purnima pic twitter comsl3ervpnqk,joy
2,great spread panic across the world im currently in wheelchair i find it difficult to get around i do not have money now till next week 30 march uk government needs to allow us to get weekly esa rather than fortnightly during i cannot get food till then,fear
3,in a year dave will be one laughing or deal gets busted he goes back to running bs and penn stock recovers,anger
1,backhandindexpointingright facewithmonocle special thanks to mr gyem tshering phd student from bioclinical sciences program for designing this knowledgeable infographic to our community laptopcomputer mobilephone fb messenger,joy
1,sunset stop motion captured by me using app sun,joy
3,preach i get that we all want to be safe for the coronavirus and that means we have to give up hugging it literally fucking sucks but it just does not make it fair for her to hug people outside the venue for free but not for people who paid 275 vip,anger
0,today at 02 30pm a 54 year old bangladeshi male admitted at tree top hospital has passed away this is the 6th covid 19 death in the maldives our thoughts and prayers are with the bereaved family may allah grant his soul eternal peace in heaven hpa,sad
2,ktr sir please keep mercy on physically handicapped sir i am a physically handicapped recently i lost my private job in this lockdown period i am facing very panic situation plz kindly give me any contactoutsourcing,fear
0,help me s ali khan im in tension in this year corona effect help me please t ignore me cryingface cryingface loudlycryingface loudlycryingface foldedhands foldedhands im from this my no 7287862345 and my google no 798939118,sad
2,the coronavirus homie really just tried to pull up on me like this nigga is not sick as fuck right now,fear
2,coronavirus this is a war but it is unlike any we have seen the australian,fear
2,as the coronavirus situation worsens every day some serious restrictions will be applied shortly there is a chance that all travel between europe and the read more,fear
0,congratulations mr yeshwant sinha for working hard to see that the coronavirus spread fast in india so that you can bring bad name to modijee if we have people like you we do not need enemies you are worst than coronavirus if you see snake and yeshwant kill yeshwant first,sad
1,sir great analysis on coronavirus and coming of messiah,joy
1,congratulation hariom and thanks ji for great examples of social distance in lockdown period of madhyapradesh pic twitter comnt0jimpyb7,joy
2,afghans think that drinking green tea and burning esfaand will cure coronavirus,fear
1,from redheart saptak news a lockdown music video by and team releasing soon,joy
2,shelby county schools to be cancelled starting friday march 13 through march 30 due to coronavirus concerns,fear
3,the coronavirus memes crack me up lmao,anger
0,the handicraft sector is one of the worst hit sectors due to this lockdown many skilled artisans are struggling to make ends meet your support will go a long way please consider purchasing handmade products for,sad
2,but i have heard that doctor osman had brain haemorrhage not corona,fear
1,quarantine day 7 lunch when loved ones share food during the quarantine thank you tanvi aditi ekta,joy
2,maybe im ignorant to the whole thing but the coronavirus is the least if my worries,fear
2,my white blood cells coming together to attack the coronavirus my los blancos twitter compoc1e3r7yw,fear
3,is your coronavirus fear and outrage only due to your individual risk your loved ones strangers millions of people die unnecessarily around the world annually and while their risks may not be yours or universal their lives still matter this is public health,anger
3,this viral coronavirus rant from a tennessee nurse will make your day video via,anger
0,maam kindly consider this problem it is a humble request we are facing double side effects one is sallery issue and other is corona virus,sad
0,rip death reason age wajid khan the popular bollywood music director from the sajid wajid duo passed away today at the age of 43 he was suffering from covid 19 rip pic twitter comb997ti0say,sad
1,nostalgia nut not for long facewithtearsofjoy had a really great time victoryhand these guys are the major missing in this lockdown love you guys heartwithribbon at vip road,joy
3,once again gave republicans everything they wanted in the bad coronavirus bill just like in 2009 most of the bill is a corporate bailout with very little to workers i agree with democrats are corporate socialist,anger
0,currently pakistan is confronting three major challenges 1 corona virus 2 ignorance 3 fake news,sad
0,i overslept and missed 2 online classes and that is on covid 19,sad
1,interview4 voa on impact of covid 19 on natural environment the pandemic a disaster to mankind but a blessing for other living beings on earth the link of the programme will be shared once it is ready and uploaded twitter comadcugraohh,joy
2,this is what lockdown shows up on 31 dec 2020 no one have the fear parents are not worried of there childred hope for there wellness in future sector 7 colonly palces police should give a round after 2 for 4 hr standing on streets will not work out pic twitter comj9q6vjgug9 at sector 6 bahadurgarh,fear
0,divine soul belgian woman suzanne hoylaerts aged 90 dies of 19 after refusing a respirator telling her doctors save it for the youngest who need it most ive already had a beautiful life may her nobel soul always rest in peace twitter com4nnkqzn2ui,sad
0,important day today for decisions and way forward n sir chairing the meeting of 1 epi curve chart 2 short term anti covid strategy pre ncc discussion 3 ban or otherwise on export of rice in view of locust threat food security pic twitter comty674oorxz,sad
1,lockdown me baal tw lambay hoa va hnn ab ye wala haircut krwao ga after lockdown mangettinghaircutlightskintone okhand,joy
3,ca in alliance with disney corp has decided to keep their themeparks open during this pandemic ca has created a petri dish to export coronavirus to the rest of the country please stop ca stop the madness,anger
1,wfh w on top whisky pic twitter com8dwiodzxto,joy
1,no excuses please of my lockdown countdown,joy
3,nizamuddin masjid maulanas are blaming on and for the lockdown this maulanas should be encounter on middle of the road you fools are still doing politics in this salo mullahs tumko toh bhaga bhaga ke marna chaeye,anger
0,wearing mask and stay away and following the instructions of govt is the only way to cure,sad
0,now missing posters of bjp mp shri partap sarangi are up across balasore loksabha in odisha partap sarangi has been missing from his constituency throughout lockdown while posing with pm modi during his aerial,sad
0,covid 19 africa 6 075 cases on the african continent 214 deaths 478 recoveries,sad
1,while the rna of the was found in tiny droplets in scientists do not know if it was capable of transmitting the virus,joy
1,my life is a fine breakfast a flat lunch and a miserable dinner duck and potato filled up twitter comrghav9prfu at fun island resort,joy
2,if the coronavirus was a sign it is definitely a scorpio,fear
0,communication blockade amidst a pandemic and nobody cares humanity is dead i suppose this world deserves much worse than covid 19 middlefingerlightskintone,sad
3,die verantwortlichen des coronavirus covid 19 biologische waffenforschung werden die verursacher dieser historischen pandemie einfach so davonkommen what is with the causer of covid 19 it is the greatest crime against humanity the perpetrators must be brought to justice pic twitter comlu2uxogxlu,anger
3,stephen colberts bathtub monologue ruined coronavirus only silver lining,anger
3,is this humor people are going to die from the corona virus you are a senator a supposed leader what is wrong with you,anger
1,gift institute ahmedabad due to covid 19 lockdown for longer period is becomes important serious needs to systemize more our syllabus course abstract content means more productive then less practical pic twitter comllg2ycnbk,joy
1,big up and thank you to participated to this challenge you killed it you are amazing musicalnotes corona dance popaulamisi bmkillermobutubeat,joy
3,you got rejected in your own home state sit this one out,anger
0,utc 7 in severe lockdown curbs may cause more deaths than coronavirus expert tells rahul gandhi india would ruin its economy if it has a very severe lockdown professor giesecke said adding do not ignore pregnant women health ministry,sad
1,it is important to keep the physical and mental health of our covid warriors good strong it is a long war that all of us are fighting and they are the forefront something like this will really help them in dealing with the stressful time great initiative,joy
2,so there is a potential cure for coronavirus and the news jumps back on the climate crisis train in no te,fear
1,yes and this lockdown has made me appreciate the park so much more than i used to,joy
2,we can im just not going to stream tonight i am sick no coronavirus tho but we can definitely play,fear
0,coronavirus india china face off uk plans to form d10 pakistan plane crash canadian air force jet crash hong kong protests cyclone amphan michigan flooding us ends relationship with who nasa spacex launch killing of george floyd us protests,sad
0,watch coronavirus awarness eps01 facebook live only on young hindu democrats of pakistan speaker dr fizzah qamar when 08 00pm sharp today 9th april 2020 facebook page,sad
1,it is requested to all citizens to help india to get freedom from covid 19 by simple step peep to your right and left and if you see any body roaming without mask in your locality kindly remind him her to do so thank you,joy
3,treasury secretary warns us could see 20 unemployment rate due to coronavirus source says thanks for this health crisis it is upon youonly you your admin for what the devastating impacts of your inaction on,anger
2,ive been out of it all day head hurts and stomach feels like shit and no i do not have the corona virus just feeling weird,fear
2,you still think this is about money dude the underlying issue is you lying all the time so there is a lack of trust and the lack of tests for sick people do not shop nor do they buy stocks or pay into their 401ks,fear
1,the best solution is an orderly and humane repatriation home and arrangements for food and wages during the lockdown these are our fellow citizens too please help them,joy
1,it is nice to see families up on the terraces of their homes walking talking interacting flying kites they are going to miss this once this is over hopefully this will bring and a long lasting positive social change twitter com5rpf51frkj,joy
1,we are proud of shri himanta biswa sarma sir we are blessed to have you in between us in this unprecedented crisis how pm narendra modis northeast warrior himanta biswa sarma fights coronavirus india news,joy
3,a vendor from china emailed me today offering lots of items sanitizers face shields protective clothing for if needed and ive got adding tariffs and calling it the chinese virus on this end,anger
0,new of ncr 400 cases in last three days 48 cases reported today morning twitter comuzzhcvwvso,sad
0,25 year old ups 1st coronavirus death it turns out many at 2 hospitals were exposed ndtv,sad
1,stars of viral pandemic movie contagion reunite to offer coronavirus advice,joy
3,how did a home economics teacher become so corruptdirty crooked infusion of filthy money will do it every time right to not vote to help families in tennessee with coronavirus is beyond evil yours is coming lady,anger
2,please stop pushing the mortality argument it is not about the deaths although those octogenarian victims are someone is loved ones it is about the infectiousness down time and the disruptions to the routine as well as the potential strain on the healthcare system,fear
2,whatever pain i feel i google if the symptoms are related,fear
0,wajid khan the popular bollywood music director from the sajid wajid duo passed away today at the age of 43 he was suffering from covid19 rest in peace wajid khan twitter comcsls7m9dhj,sad
2,the big question is where and when did arteta got infected with the corona virus is the arsenal fc environment safe cannot there be a probability that arteta is not the only victim of this virus in arsenal,fear
3,i hold you equally responsible to any tory voter for every single thing johnson does especially when the whole country is now at the mercy of his vicious psychopathic coronavirus strategy you wanted anyone but corbyn you have got it own it,anger
1,boost immunity against corona cr6o7ygfmh,joy
3,he knows if he tries to say coronavirus he will wind up saying something worse than covfefe,anger
1,corona virus family is present in felines nothin new,joy
2,my bf kisses me like he is scared to get corona virus jk i love him good day,fear
0,asymptomatic they can be sitting next to you,sad
3,john henry looks like mother theresa compared to this dickwad bruins owner jeremy jacobs shamefully has not pledged to help td garden workers during coronavirus out,anger
2,it is business as usual in the queens courts where coronavirus concerns will not get you out of jury duty,fear
3,french bread vienna sausage danish croissants german potato salad french dressing italian seasoning chinese coronavirus and leftist senate dipshts it is all good and not racist but let us know how the no malarkey bussing goes for you wah what an offensive fraud,anger
3,i agree with you everybody loves to play self righteous police on social media what is next i will only watch movies featuring actresses who make sensitive comments about the coronavirus crisis but i will still worship kobe no matter what he did in that hotel,anger
3,racism and xenophobia will not help us stop and calling it a chinese virus will not distract americans from how poorly this president is handling an ongoing pandemic twitter comxgbj3pzz14,anger
1,i heartily thanks to sbi sme rudrapur which provided the covid relief funding to us it will help us in this though time i appreciate mr gaurav agarwal sir n rmme abhishek garg ji for excellent work,joy
3,is not no fucking coronavirus going to stop me from going on cute dates with my crush,anger
3,sen rand paul tests positive for coronavirus libs pile on hate,anger
3,the impacts of this shutdown will have a far greater negative impact to the country than coronavirus,anger
0,no contact tracing done if days back one patient in our icu came postive but there attendants were rooming freely in hospital need of hour do not mix covid with noncovid in term of staff as of time is done despite government order,sad
1,good news out of the ten covid19 patients in district gurugram 9 people have fully recovered,joy
0,what do you think about covid 19 how many days are needed to remove this from our live,sad
3,ive always been the type to need control and to know what is next this coronavirus shit really forcing me to take control of my anxiety and im doing a pretty good job,anger
0,please register fir against this fake doctor spreading misinformation on coronavirus and order youtube to block this account,sad
1,pavilion,joy
3,democrats are obstructing passage of a bipartisan relief bill,anger
2,oh no there is the second case of coronavirus on paraguay,fear
3,earth 1 0 before covid 19 was so beautiful that i am now damn excitef to see earth 2 0 soon shot on ahmedabad baroda expeess highway just before covid 19 entered in india seriously 6th march 2020 shot on my,anger
0,kejriwal sahab yourself advertisement on almost all channels using corona to bear request you to work on ground chief minister are also working on corona,sad
3,the us has tested fewer than 7 000 people thus far for are you kidding me are you kidding,anger
1,good news for bathinda twitter comhkjz3kvmiu,joy
3,dallas is over here trying to set itself up as an alternate location for esports and coronavirus is shitting all over them,anger
0,very disappointed to see the volume of you cant catch covid as its a virus and all the come slithering to the surface if you cannot catch it please go and volunteer in a hospital for a day then isolate and stay home for 21 days good luck,sad
3,the idiot and both need to lock themselves in the same room and turn over running the country to the next person in line for potus until they can be defiantly cleared of the coronavirus they have both been exposed,anger
2,trump looked sick and was congested during the press conference spoke a few words and bounced hmmmmm,fear
1,when generation alpha put on headphone for my playlist be like stay at home keep it clean enjoy your music and be safe guys let us stop the covid 19 infection chain so we can go out and celebrate ramadan,joy
1,today is april fools day but we are closed inside the house happy april fool day twitter comrxgz9fu0km,joy
3,while karnataka is grappling with rampant corruption even while covid rages on the himachal pradesh bjp president resigned after he was found guilty for having involved in the ppe kit purchase scam pic twitter commumzgbe8ia,anger
2,having a 4 year old with sleep apnea is the most scary thing and now his operation is going to be cancelled next week,fear
1,you guys i posted a new video on youtube where i gave my advice on how ive stayed safe during two months of quarantine in wuhan link is in my bio 19,joy
1,alumna making us proud during pandemic,joy
3,gh leaders will intentionally disgrace us you have this police truck that sprays hot water so cannot you use that for the coronavirus mass spraying wtf is that thing water pistol sef better pass am,anger
1,for the well being of mind and body amid the coronavirus lockdown pm modi encourages citizens to practice yoga through the yoga with modi series the clips are a series of 17 different asanas via namo app,joy
3,with khabib being stuck in russia due to travel ban connor will be sharing the octagon with tony ferguson at no one was expecting such a turn however the notorious going to lose this,anger
3,testing blunders crippled us response to coronavirus,anger
2,boris johnson grilled after warning over lack of coronavirus testing via,fear
1,a brazilian mother her son after he had to go out to buy for the 19 distancing,joy
2,very disappointed in senator cruz for adding to the hysteria of this with his self isolation just because you interacted with somebody who might have it does not necessarily mean they transferred it to you everybody stay calm we are going to be just fine,fear
0,corona is going to give many bad news,sad
0,negative result again for covid 19 and got cleared back to work tomorrow,sad
2,the difference is nationality is not visible race often is and that is why this name is harmful why do you think only right wing twatwaffles like trump use it the virus has a name it has two pick coronavirus andor covid 19 and stop being a racist pervert,fear
2,first cases of in kyrgyzstan mauritius rpublique de maurice new caledonia zambia djibouti montserrat people are spreading this virus everywhere it is not going to spare any little island no big country no smaller no bigger no closer no remote place f,fear
0,take healthy food say goodbye to corona virus twitter comaahq9ztn87,sad
3,have u seen the coronavirus porn plots lmfaooooo,anger
2,the fatalistic view from an er nurse on what is ahead with,fear
1,my was on 23 march before singapore went to a semi lockdown on 7 april we managed to sneek out for office lunch at pariaman and got a charcoal ice cream haji lane was quiet due to travel restrictions it was a fun day,joy
1,great work honble sir highly appreciated thumbsup thumbsup 19,joy
3,im so annoyed yes the media over plays the coronavirus and a lot of people are severely overreacting but why is it bad to be vigilant and concerned for our health a lot of people live with suppressed immune systems chronic illnesses and live with grandparents,anger
0,rest in peace celebrated music composer of the duo sajid wajid passes away at 42 he was suffering from covid 19 pic twitter com859yfslews,sad
1,going from strength to strength is covid 19 in gurgaon,joy
1,yesterday gallio science club jointly with vasavi club udumalpet we were distributed covid relief materials to isalthittu tribal village people pic twitter comkjcwct6ied,joy
0,acty it is not relief for labours since lockdown is almost over in many states if labour went to home town now then may die with hunger it is better to do stay wherever they are and work as they shortage of money,sad
3,the scams are starting pic twitter com3a5ibjww7n,anger
1,nurses join the covid 19 battle thank rss for help via,joy
2,during the crisis when i think of leadership that will get us through this i think of 1st,fear
3,hey why are the republicans trying to sneak in abortion rights laws into the corona virus help bill very shady to be trying something like this in a crisis,anger
0,video shows in patients sleeping with dead bodies legislator nitesh n rane on wednesday tweet a stunning video purportedly showing covid 19 patients sleeping among the dead in a mumbai hospital,sad
2,taiwan says it warned who about coronavirus in december but its warnings were ignored via,fear
0,what streets look like during the two hour break of the total curfew mandated by the government swipe left for a closed eye image of myself zanyface facewithtearsofjoy yacht club,sad
3,lawmaker retracts claim that idf sprays with unknown substance,anger
0,give me only 5 lakhs not only i will destroy corona from our country but also by my formula not a single indian will be infected in future try once do not waste time on 2nd of feb i told to lock down whole nation 7th march i told 25 will be infected jai hind,sad
2,grand princess arrives in an anxious oakland now at the center of coronavirus fight los angeles times grand princess arrives in an anxious oakland now at the center of coronavirus fight los angeles timesabc news prime co twitter comekessa9qfg,fear
2,coronavirus researcher calls it the most frightening disease ive ever encountered,fear
1,your favorite game read them just 2min,joy
1,great work by salman khan keep helping our corona worriers,joy
0,what is this happening to this lovely island disappointing please wake up teach them a lesson do not play with innocent people,sad
0,wajid khan the popular bollywood music director from the sajid wajid duo passed away today at the age of 43 he was suffering from covid 19 twitter compohl4dxr89,sad
2,im going to lose it if coronavirus affects my summer trip to vegas,fear
3,australian researchers have just worked out how the body fights coronavirus,anger
1,earlier this month i took up a content creation project for a home stay in himachal pradesh to write about it i had to be there full story twitter com4naqwphrmj,joy
0,our chief instructs the ruling govt to take severe action regarding the overpricing charged by private hospitals for corona patients in the middle of a pandemic he even claims that govt has failed completely in implementing precautionary measures to handle this pandemic pic twitter comsdvtpjghn6,sad
3,this got to be the greatest shit anyone can read today please god whatever effing faith you belong to please give us a break we are dealing with a severe corona none of you assholes could not do a small fuck about please eff of god you sucks,anger
1,thank you for writing this helpful article here are 75 coursera certificates you can now earn for free during the coronavirus pandemic,joy
2,cnn says trumps remarks tonight will focus on economic stimulus not public health the health crisis is the economic crisis we need widespread free coronavirus testing and clear public health leadership we seem unlikely to get either disastrous,fear
2,sir i am planning to come back home as wb situation is alarming scary i am in complete lockdown with no interaction with outside world since march 16 i am requesting home quarantine as i fear to go institutional quarantine gr8 work done bst wishes,fear
1,remind this to yourself and everyone around every single day and twitter comttsnqknab6,joy
2,taiwan has only 47 cases its response to the crisis shows that swift action and widespread healthcare can prevent an outbreak via,fear
1,after lockdown weddings queue,joy
2,catching the corona virus would be a problem but it would also solve a shit ton of my problems,fear
0,several people are injured in suppression of gone in bunker we see that how the situation is in america i do not know is the is gone,sad
1,a beautiful morning from mosque after a closure lasted more than two months because of,joy
0,19 related lockdown measures hit intl trade hard in march with evidence emerging of a sharp deterioration in april as demand stalled continued to be disrupted n services in particular collapsed via,sad
3,we deserve the coronavirus,anger
3,corporate socialists denounced as trump considers fracking industry bailout amid coronavirus outbreak via,anger
0,silent spreaders corona asymptomatic coronavirus cases no symptoms in 80 of covid cases raise concerns the economic times,sad
2,idk what is scarier coronavirus itself or people who clearly have 0 understanding of how dangerous it can be if we handle this the wrong way,fear
2,one of the biggest issues we face is the mental health response to covid 19 take precautions and be aware the energy of fear weakens your immune system see the self advocacy skills taught to reduce coronavirus fear in the video todddenymsw,fear
1,best video yet livesmatter,joy
2,coronavirus crisis means we have no choice but to fight back sign up and get involved,fear
1,attn pp read the following tweet cooperate with govt to defeat covid 19 together may allaha creat harmony of thought in all provinces,joy
2,man this whole corona virus thing is just doing wonders for my anxiety haha anyway day 2 has started production and seriously these 2 again what could be happening this time pic twitter comoxskslefe2,fear
2,a chinese doctor tried to warn people about coronavirus but the government tried to silence him by having him investigated by the police who told him we hope you can calm down and reflect on your behavior,fear
1,enjoying the swimming pool during the lockdown 19 19india,joy
1,we proudly activated from home from mid march and managed all operation smoothly we even had more time to development team focus and online productive meetings will not stop us,joy
1,throwback to last year vacation on this day hey corona please go away places,joy
0,i am missing having butter chicken with my chilled beer beermug wht i am doing in lockdown having lays with feni zanyface,sad
1,yes during lockdown its worth to watch acting of all characters are awesome and story is also good direction is also nice and casting is to good smilingfacewithhearteyes,joy
1,breaking in unesco declares indian lockdown as the best lockdown in the world tabligi jamaat nominated for the prestigious nobel peace prize for their nizamuddin chapter proud to be an indian,joy
2,the gop are the gop sen ron johnson wis and other conservatives are concerned that if the government provides too much coronavirus relief it will make people lazy via,fear
1,19 can not stop who are physically strong with good immune and strong will power like indian jawan,joy
2,does corona virus kill your wife and blame it on an illegal alien worker asking for a friend,fear
1,number of coronavirus cases in maharashtra rises to 335 increase of 33 since monday night health officials,joy
2,i really hope this tweet ages well but it is kind of fun to see the hyped up panic of the coronavirus play out in real time if in fact it is as bad as predicted i feel like the hysteria of climate change still allows people to take cover because doomsday is so far away,fear
2,i was thinking about something after reading all these articles about the coronavirus i believe i might of had it back in november i was absolutely sick for 2 straight months i went to the doctor and got tested for everything under the sun but came negative for everything pt1,fear
1,hope our quarantine centre of covid 19 in jhelum is functional well and not as near the expo centre in lahore near johar town good u hv 3 m followers but yet we got to do more best of luck,joy
1,sano paila is playing an important role by responding in a multi pronged manner to best serve the needs of the most vulnerable during the coronavirus pandemic we are pleased to share with you the major highlights of our response so far pic twitter com9x5xfonm6m,joy
3,wher are the idiots amid lockdown mafia clears trees builds hutments at aarey colony news,anger
0,lockdown 5 is like that part of a video game where you know you are losing it so you continue anyway,sad
2,key takeaway here is coronavirus spreading in the prison system,fear
3,which one called the coronavirus a hoax,anger
0,i understand if pkp extended after 14th april but still kind of sad i did not get to celebrate ramadan with my family well as long as covid19 situation gets better then ill have to abide,sad
0,lockdown achievement pic twitter comp4qqav879c,sad
0,heavyminussign heavyminussign playbutton follow playbutton follow heavyminussign heavyminussign,sad
0,yup but they are using it as an excuse to not lockdown mine is short term pain long term gain,sad
1,without test but clapping beating thaali lighting candles will chase corona winkingfacewithtongue facewithtearsofjoy,joy
1,19 coffee hotbeverage,joy
3,coronavirus bout to ruin the playoffs can that shit wait till like hockey season dont nobody care about that shit,anger
1,challenge has been accepted thanks for the 1 day 1 voice over challenge studiomicrophone smilingfacewithsmilingeyes,joy
1,we need this kind of youth 15 year old asks pm modi to order all religious trusts to donate 80 of gods wealth to fight covid 19 via,joy
0,india registers biggest single day spike of 8 392 cases total tally rises to 1 90 535 death toll climbs to 5 394 d1rz3fl6cc,sad
1,my new drawing mepic twitter comvjbtccnhfo,joy
3,anybody else feel like lied about being negative for coronavirus,anger
3,please close my account am not home and you still charging me all this ridiculous amount the last time i was at your branch u promised to sort this please close my account,anger
0,when entire nation is fighting corona our govt is still busy stripping us,sad
2,bravery is not the absence of fear but action in the face of fear we salute the heroes who are keeping our communities safe pray that they keep themselves safe installed corona shield at hussainialam ps designed by gifted by rbjaju family guv8ka6siv at hussaini alam,fear
0,supply chain distortion of farm produce owing to the lockdown over covid 19 has hurt both farmers and consumers in despair farmers destroying their own crop courtesy the hindu,sad
2,coronavirus and the dangers of denial via,fear
1,set a time to spend with your child so that both of you can look forward to this have fun by exploring new activities,joy
0,over above a death committee has been constituted by to manipulate the number of death from corona by attributing the cause to previous ailments of the patients,sad
2,i know the corona virus is real but the panic that is causing is crazy,fear
1,great to see the special towing services by to in the event of covid 19 pic twitter compj2ysgr8hj,joy
2,but they will never give him credit and i have a sad feeling that once dems stop being afraid of the corona virus they will quickly forget and return to their previous delusions,fear
0,rest in peace celebrated music composer of the duo sajid wajid passes away at 42 he was suffering from sirpic twitter comr7g5gpx8r7,sad
1,i called them they said they will help us thank you so much sir,joy
2,rapid shutdowns in cities and states to stem the coronavirus have thrown restaurants across the country into sudden and complete disarray revenue dried up abruptly workers faced mass layoffs and restaurant executives tried to manage the resulting chaos,fear
3,you know what i hate more than covid 19 carole baskin,anger
